5.3387 	WARNING 	Speech-to-text recognition module for PocketSphinx is not available (use command `pip install SpeechRecognition` to get it). Transcription will be unavailable using that service this session.
5.3393 	WARNING 	Speech-to-text recognition using Google online services is not available (use command `pip install google-api-core google-auth google-cloud google-cloud-speech googleapis-common-protos` to get it). Transcription will be unavailable using that service this session.
23.0391 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [3840, 2160]. Using actual size
23.9614 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AFD333E2D0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AFDCA48510>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001AFDC1C9E50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001AFDE4F9F10>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([3840, 2160]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
23.9616 	EXP 	window1: mouseVisible = True
23.9616 	EXP 	window1: backgroundImage = None
23.9616 	EXP 	window1: backgroundFit = 'cover'
23.9618 	EXP 	window1: mouseVisible = False
23.9618 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
23.9618 	EXP 	window1: recordFrameIntervals = False
24.1273 	EXP 	window1: recordFrameIntervals = True
24.5101 	EXP 	Screen (0) actual frame rate measured at 60.38Hz
24.5101 	EXP 	window1: recordFrameIntervals = False
28.5195 	EXP 	Created WelcomeScreenText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='WelcomeScreenText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome to the n-back task', units='height', win=Window(...), wrapWidth=1)
28.5577 	EXP 	Created WelcomeInstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='WelcomeInstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.5630 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
28.5643 	EXP 	Created n_back_one = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='n_back_one', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.5654 	EXP 	Created ISI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ISI', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.5954 	EXP 	Created Intro_Block_two = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Intro_Block_two', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.5967 	EXP 	Created Block_2_stimulus = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Block_2_stimulus', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.5978 	EXP 	Created ISI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='ISI', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.6001 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
28.6084 	EXP 	Created GoodBye = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='GoodBye', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='THANK YOU FOR PARTICIPATING.', units='height', win=Window(...), wrapWidth=1)
28.6157 	EXP 	WelcomeScreenText: autoDraw = True
30.6101 	EXP 	WelcomeInstructions: autoDraw = True
30.6280 	EXP 	WelcomeScreenText: autoDraw = False
45.0164 	DATA 	Keypress: z
45.0275 	EXP 	WelcomeScreenText: autoDraw = False
45.0275 	EXP 	WelcomeInstructions: autoDraw = False
45.0275 	EXP 	text: autoDraw = True
45.5397 	EXP 	Imported loopTemplate1.xlsx as conditions, 147 conditions, 3 params
45.5416 	EXP 	Created sequence: sequential, trialTypes=147, nReps=1, seed=1
45.5419 	EXP 	New trial (rep=0, index=0): {'stimuli_letter': 'V', 'target': None, 'correct_key': None}
45.5508 	EXP 	text: autoDraw = False
45.5508 	EXP 	text: autoDraw = False
45.5508 	EXP 	n_back_one: height = 0.05
45.5508 	EXP 	n_back_one: height = 0.05
45.5508 	EXP 	n_back_one: height = 0.05
45.5508 	EXP 	n_back_one: text = 'V'
45.5508 	EXP 	n_back_one: autoDraw = True
45.8612 	EXP 	n_back_one: autoDraw = False
46.7279 	EXP 	n_back_one: autoDraw = False
46.7279 	EXP 	ISI: height = 0.05
46.7279 	EXP 	ISI: height = 0.05
46.7279 	EXP 	ISI: height = 0.05
46.7279 	EXP 	ISI: text = '+'
46.7279 	EXP 	ISI: autoDraw = True
48.2148 	EXP 	New trial (rep=0, index=1): {'stimuli_letter': 'X', 'target': 'N', 'correct_key': None}
48.2278 	EXP 	ISI: autoDraw = False
48.2278 	EXP 	n_back_one: height = 0.05
48.2278 	EXP 	n_back_one: height = 0.05
48.2278 	EXP 	n_back_one: height = 0.05
48.2278 	EXP 	n_back_one: text = 'X'
48.2278 	EXP 	n_back_one: autoDraw = True
48.5287 	EXP 	n_back_one: autoDraw = False
49.4441 	EXP 	n_back_one: autoDraw = False
49.4441 	EXP 	ISI: text = '+'
49.4441 	EXP 	ISI: autoDraw = True
50.9363 	EXP 	New trial (rep=0, index=2): {'stimuli_letter': 'A', 'target': 'N', 'correct_key': None}
50.9454 	EXP 	ISI: autoDraw = False
50.9454 	EXP 	n_back_one: height = 0.05
50.9454 	EXP 	n_back_one: height = 0.05
50.9454 	EXP 	n_back_one: height = 0.05
50.9454 	EXP 	n_back_one: text = 'A'
50.9454 	EXP 	n_back_one: autoDraw = True
51.2445 	EXP 	n_back_one: autoDraw = False
52.1285 	EXP 	n_back_one: autoDraw = False
52.1285 	EXP 	ISI: text = '+'
52.1285 	EXP 	ISI: autoDraw = True
53.6136 	EXP 	New trial (rep=0, index=3): {'stimuli_letter': 'A', 'target': 'Y', 'correct_key': 'z'}
53.6279 	EXP 	ISI: autoDraw = False
53.6279 	EXP 	n_back_one: text = 'A'
53.6279 	EXP 	n_back_one: autoDraw = True
53.9277 	EXP 	n_back_one: autoDraw = False
54.3323 	DATA 	Keypress: z
54.3457 	EXP 	n_back_one: autoDraw = False
54.3457 	EXP 	ISI: text = '+'
54.3457 	EXP 	ISI: autoDraw = True
55.8296 	EXP 	New trial (rep=0, index=4): {'stimuli_letter': 'X', 'target': 'N', 'correct_key': None}
55.8471 	EXP 	ISI: autoDraw = False
55.8471 	EXP 	ISI: autoDraw = False
55.8471 	EXP 	n_back_one: height = 0.05
55.8471 	EXP 	n_back_one: height = 0.05
55.8471 	EXP 	n_back_one: height = 0.05
55.8471 	EXP 	n_back_one: text = 'X'
55.8471 	EXP 	n_back_one: autoDraw = True
56.1615 	EXP 	n_back_one: autoDraw = False
57.0282 	EXP 	n_back_one: autoDraw = False
57.0282 	EXP 	ISI: text = '+'
57.0282 	EXP 	ISI: autoDraw = True
58.5149 	EXP 	New trial (rep=0, index=5): {'stimuli_letter': 'B', 'target': 'N', 'correct_key': None}
58.5283 	EXP 	ISI: autoDraw = False
58.5283 	EXP 	ISI: autoDraw = False
58.5283 	EXP 	n_back_one: height = 0.05
58.5283 	EXP 	n_back_one: height = 0.05
58.5283 	EXP 	n_back_one: height = 0.05
58.5283 	EXP 	n_back_one: text = 'B'
58.5283 	EXP 	n_back_one: autoDraw = True
58.8285 	EXP 	n_back_one: autoDraw = False
59.7283 	EXP 	n_back_one: autoDraw = False
59.7283 	EXP 	ISI: text = '+'
59.7283 	EXP 	ISI: autoDraw = True
61.2146 	EXP 	New trial (rep=0, index=6): {'stimuli_letter': 'B', 'target': 'Y', 'correct_key': 'z'}
61.2288 	EXP 	ISI: autoDraw = False
61.2288 	EXP 	ISI: autoDraw = False
61.2288 	EXP 	n_back_one: text = 'B'
61.2288 	EXP 	n_back_one: autoDraw = True
61.5286 	EXP 	n_back_one: autoDraw = False
61.8839 	DATA 	Keypress: z
61.8954 	EXP 	n_back_one: autoDraw = False
61.8954 	EXP 	ISI: text = '+'
61.8954 	EXP 	ISI: autoDraw = True
63.3813 	EXP 	New trial (rep=0, index=7): {'stimuli_letter': 'X', 'target': 'N', 'correct_key': None}
63.3951 	EXP 	ISI: autoDraw = False
63.3951 	EXP 	ISI: autoDraw = False
63.3951 	EXP 	n_back_one: height = 0.05
63.3951 	EXP 	n_back_one: height = 0.05
63.3951 	EXP 	n_back_one: height = 0.05
63.3951 	EXP 	n_back_one: text = 'X'
63.3951 	EXP 	n_back_one: autoDraw = True
63.6951 	EXP 	n_back_one: autoDraw = False
64.5948 	EXP 	n_back_one: autoDraw = False
64.5948 	EXP 	ISI: text = '+'
64.5948 	EXP 	ISI: autoDraw = True
66.0812 	EXP 	New trial (rep=0, index=8): {'stimuli_letter': 'Y', 'target': 'N', 'correct_key': None}
66.0954 	EXP 	ISI: autoDraw = False
66.0954 	EXP 	ISI: autoDraw = False
66.0954 	EXP 	n_back_one: height = 0.05
66.0954 	EXP 	n_back_one: height = 0.05
66.0954 	EXP 	n_back_one: height = 0.05
66.0954 	EXP 	n_back_one: text = 'Y'
66.0954 	EXP 	n_back_one: autoDraw = True
66.3958 	EXP 	n_back_one: autoDraw = False
67.2952 	EXP 	n_back_one: autoDraw = False
67.2952 	EXP 	ISI: text = '+'
67.2952 	EXP 	ISI: autoDraw = True
68.7813 	EXP 	New trial (rep=0, index=9): {'stimuli_letter': 'Y', 'target': 'Y', 'correct_key': 'z'}
68.7952 	EXP 	ISI: autoDraw = False
68.7952 	EXP 	ISI: autoDraw = False
68.7952 	EXP 	n_back_one: text = 'Y'
68.7952 	EXP 	n_back_one: autoDraw = True
69.0954 	EXP 	n_back_one: autoDraw = False
69.5558 	DATA 	Keypress: z
69.5623 	EXP 	n_back_one: autoDraw = False
69.5623 	EXP 	ISI: text = '+'
69.5623 	EXP 	ISI: autoDraw = True
71.0479 	EXP 	New trial (rep=0, index=10): {'stimuli_letter': 'B', 'target': 'N', 'correct_key': None}
71.0622 	EXP 	ISI: autoDraw = False
71.0622 	EXP 	ISI: autoDraw = False
71.0622 	EXP 	n_back_one: height = 0.05
71.0622 	EXP 	n_back_one: height = 0.05
71.0622 	EXP 	n_back_one: height = 0.05
71.0622 	EXP 	n_back_one: text = 'B'
71.0622 	EXP 	n_back_one: autoDraw = True
71.3622 	EXP 	n_back_one: autoDraw = False
72.2618 	EXP 	n_back_one: autoDraw = False
72.2618 	EXP 	ISI: text = '+'
72.2618 	EXP 	ISI: autoDraw = True
73.7479 	EXP 	New trial (rep=0, index=11): {'stimuli_letter': 'Y', 'target': 'N', 'correct_key': None}
73.7622 	EXP 	ISI: autoDraw = False
