stimuli_letter,target,correct_key,Letter_stimulus,trialsOne.thisRepN,trialsOne.thisTrialN,trialsOne.thisN,trialsOne.thisIndex,trialsTwo.thisRepN,trialsTwo.thisTrialN,trialsTwo.thisN,trialsTwo.thisIndex,WelcomeScreenText.started,WelcomeInstructions.started,WelcomeScreenText.stopped,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,text.started,text.stopped,eegtime,n_back_one.started,Key_one.started,n_back_one.stopped,Key_one.stopped,Key_one.keys,Key_one.corr,ISI.started,Key_one.rt,ISI.stopped,Intro_Block_two.started,Start_Block_One.started,Start_Block_One.keys,Start_Block_One.rt,Block_2_stimulus.started,key_Two.started,Block_2_stimulus.stopped,key_Two.stopped,key_Two.keys,key_Two.corr,key_Two.rt,GoodBye.started,GoodBye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,N,None,W,,,,,0,14,14,14,,,,,,,,,11144,,,,,,,477.41231990000233,,,,,,,476.2121388000087,476.29678380000405,476.51195550001285,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,15,15,15,,,,,,,,,11216,,,,,,,480.11215410000295,,,,,,,478.9125039000064,478.99696440000844,479.21223910000117,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,16,16,16,,,,,,,,,11265,,,,,,,482.41217960001086,,483.91237530000217,,,,,481.61217450001277,481.6969181000022,481.9127152000001,,z,1,0.6959479999932228,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,17,17,17,,,,,,,,,11338,,,,,,,485.11239410001144,,486.6125170000014,,,,,483.91237530000217,484.0130216000107,484.2127032999997,485.11239410001144,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,18,18,18,,,,,,,,,11411,,,,,,,487.81268410000484,,489.3125923000043,,,,,486.6125170000014,486.71244000000297,486.91238310000335,487.81268410000484,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,19,19,19,,,,,,,,,11484,,,,,,,490.51266849999956,,492.0125510000071,,,,,489.3125923000043,489.41255900000397,489.6124385000003,490.51266849999956,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,20,20,20,,,,,,,,,11508,,,,,,,492.3965278000105,,493.8969930000021,,,,,492.0125510000071,492.11265640000056,492.31315720001294,,z,1,0.26200999999127816,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,21,21,21,,,,,,,,,11581,,,,,,,495.09652600000845,,496.59751680000045,,,,,493.8969930000021,493.99656480000704,494.21270830000867,495.09652600000845,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,22,22,22,,,,,,,,,11654,,,,,,,497.8129645000008,,,,,,,496.59751680000045,496.69775530000334,496.9128225000022,,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,23,23,23,,,,,,,,,11725,,,,,,,500.47959990000527,,501.979720000003,,,,,499.3130680000031,499.3795631000103,499.6131621000095,500.47959990000527,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,24,24,24,,,,,,,,,11798,,,,,,,503.1797007000132,,504.6799529000127,,,,,501.979720000003,502.0795924000122,502.2803802999988,503.1797007000132,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,25,25,25,,,,,,,,,11872,,,,,,,505.89670070000284,,507.397446700008,,,,,504.6970450000081,504.7967711000092,504.9969035000104,505.89670070000284,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,26,26,26,,,,,,,,,11944,,,,,,,508.59721900000295,,510.0971518000006,,,,,507.397446700008,507.4799911000009,507.69801700000244,508.580609200013,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,27,27,27,,,,,,,,,12016,,,,,,,511.2799880000093,,512.7801407000079,,,,,510.0971518000006,510.18041540001286,510.3983200000075,511.2799880000093,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,28,28,28,,,,,,,,,12089,,,,,,,513.9807372000068,,515.4808669000049,,,,,512.7801407000079,512.8802205000102,513.0802804000123,513.9807372000068,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,29,29,29,,,,,,,,,12162,,,,,,,516.6803241000016,,,,,,,515.4808669000049,515.5808704000083,515.7804048000107,516.6803241000016,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,X,,,,,0,30,30,30,,,,,,,,,12215,,,,,,,519.41606280001,,,,,,,518.2067680000036,518.4237196000031,518.5219017000054,,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,31,31,31,,,,,,,,,12271,,,,,,,522.0978662000125,,523.5977013000083,,,,,521.0710277000035,521.0814096000104,521.4160236000025,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,32,32,32,,,,,,,,,12307,,,,,,,524.180543200011,,525.6807112000097,,,,,523.5977013000083,523.6805179000075,523.8990166000003,,z,0,0.47512939998705406,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,33,33,33,,,,,,,,,12380,,,,,,,526.8808116,,528.3811130000104,,,,,525.6807112000097,525.7810196000064,525.9807716000068,526.8808116,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,34,34,34,,,,,,,,,12453,,,,,,,529.5807133000053,,531.0809783000004,,,,,528.3811130000104,528.4809804000106,528.681195600002,529.5807133000053,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,35,35,35,,,,,,,,,12526,,,,,,,532.2809726000123,,533.7809425000014,,,,,531.0809783000004,531.1808152000012,531.3809528999991,532.2809726000123,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,36,36,36,,,,,,,,,12599,,,,,,,534.9811192000052,,536.4813411000068,,,,,533.7809425000014,533.8812133000029,534.0818266999995,534.9811192000052,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,37,37,37,,,,,,,,,12672,,,,,,,537.6813010000042,,539.1813585000054,,,,,536.4813411000068,536.582172200011,536.7812851000053,537.6813010000042,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,38,38,38,,,,,,,,,12745,,,,,,,540.3813235000125,,541.881269400008,,,,,539.1813585000054,539.2813307000033,539.4814827000082,540.3813235000125,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,39,39,39,,,,,,,,,12818,,,,,,,543.0814951000066,,544.5820375000039,,,,,541.881269400008,541.9813527000078,542.1813938000123,543.0814951000066,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,40,40,40,,,,,,,,,12891,,,,,,,545.7814528000017,,547.281584700002,,,,,544.5820375000039,544.681439500011,544.8815205999999,545.7814528000017,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,41,41,41,,,,,,,,,12963,,,,,,,548.4816659000062,,549.9818739000038,,,,,547.281584700002,547.3818676000083,547.5817362000089,,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,42,42,42,,,,,,,,,13036,,,,,,,551.181905800011,,,,,,,549.9818739000038,550.0816911000002,550.2820407000108,551.181905800011,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,43,43,43,,,,,,,,,13109,,,,,,,553.8847336000035,,,,,,,552.6851887000084,552.7822692000045,552.9996377000061,553.8847336000035,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B ,,,,,0,44,44,44,,,,,,,,,13180,,,,,,,556.5655587000074,,558.0656455999997,,,,,555.3995385000017,555.4654946000082,555.6993168000045,556.5655587000074,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,45,45,45,,,,,,,,,13209,,,,,,,558.5328985000087,,560.0324580000015,,,,,558.0656455999997,558.1665691000089,558.3661608000111,,z,1,0.3370610999845667,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B ,,,,,0,46,46,46,,,,,,,,,13281,,,,,,,561.2325541000027,,,,,,,560.0324580000015,560.1156119000079,560.3325030000124,561.2178992000117,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,47,47,47,,,,,,,,,13353,,,,,,,563.9324675000098,,,,,,,562.732737000013,562.832287199999,563.0327752000012,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,48,48,48,,,,,,,,,13425,,,,,,,566.6328057000064,,,,,,,565.4330812000117,565.532801600013,565.7327512000047,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,49,49,49,,,,,,,,,13497,,,,,,,569.3327870000066,,,,,,,568.1327601000085,568.2326534000022,568.4333946000115,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,50,50,50,,,,,,,,,13550,,,,,,,571.699531300008,,573.1996595000091,,,,,570.8326872000034,570.9178167000064,571.1333564000088,,z,1,0.7651287999906344,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,51,51,51,,,,,,,,,13623,,,,,,,574.3998139000032,,575.8993463000079,,,,,573.1996595000091,573.2999493000098,573.5012069000077,574.3998139000032,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,52,52,52,,,,,,,,,13695,,,,,,,577.0997232000082,,578.600571300005,,,,,575.8993463000079,576.0004669000045,576.1996195000102,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,53,53,53,,,,,,,,,13768,,,,,,,579.7997514000017,,581.2995249000087,,,,,578.600571300005,578.70015840001,578.8994869000016,579.7997514000017,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,54,54,54,,,,,,,,,13841,,,,,,,582.4998809000099,,583.9996356000047,,,,,581.2995249000087,581.3999865000078,581.599810700005,582.4998809000099,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,55,55,55,,,,,,,,,13914,,,,,,,585.1999038000067,,586.7007553000003,,,,,583.9996356000047,584.1000036000041,584.2996134999994,585.1999038000067,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,56,56,56,,,,,,,,,13987,,,,,,,587.9003544000007,,589.4002961000078,,,,,586.7007553000003,586.8000477000023,586.9999582000019,587.9003544000007,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,57,57,57,,,,,,,,,14060,,,,,,,590.6002133000002,,592.1002643000102,,,,,589.4002961000078,589.5005342000077,589.7000124000042,590.6002133000002,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,V,,,,,0,58,58,58,,,,,,,,,14119,,,,,,,593.0669491000008,,594.567249300002,,,,,592.1002643000102,592.2001498000027,592.4001163000066,,z,1,0.8365076999907615,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,59,59,59,,,,,,,,,14192,,,,,,,595.7676920000085,,597.2669180000084,,,,,594.567249300002,594.6668688000063,594.8668854999996,595.7676920000085,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,60,60,60,,,,,,,,,14265,,,,,,,598.4669480000011,,599.9670164000127,,,,,597.2669180000084,597.3671520000062,597.5671335000079,598.4669480000011,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,61,61,61,,,,,,,,,14331,,,,,,,601.0508248000115,,602.5517344000109,,,,,599.9670164000127,600.0670107000042,600.2670389000123,,z,1,0.9568286999856355,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,62,62,62,,,,,,,,,14404,,,,,,,603.7521125000058,,,,,,,602.5517344000109,602.6509885000123,602.8672366000101,603.7521125000058,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,63,63,63,,,,,,,,,14475,,,,,,,606.4520611000044,,,,,,,605.2674092000088,605.3338442000095,605.5674550000113,606.4338770000031,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,64,64,64,,,,,,,,,14546,,,,,,,609.1340602000128,,610.6342005000042,,,,,607.9682242000126,608.0341928999987,608.2676892000018,609.1340602000128,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,65,65,65,,,,,,,,,14619,,,,,,,611.8343162000092,,613.3344233000098,,,,,610.6342005000042,610.7341596000042,610.9348937000032,611.8343162000092,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,66,66,66,,,,,,,,,14693,,,,,,,614.551370000001,,616.0516467000125,,,,,613.3512316000124,613.450974700012,613.6519897000107,614.551370000001,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,67,67,67,,,,,,,,,14765,,,,,,,617.234460000007,,618.7345542000112,,,,,616.0516467000125,616.1351188000117,616.3525695999997,617.234460000007,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,68,68,68,,,,,,,,,14838,,,,,,,619.9344410000049,,621.434683200001,,,,,618.7345542000112,618.8345356000063,619.0345949000039,619.9344410000049,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,69,69,69,,,,,,,,,14888,,,,,,,622.2528273000062,,,,,,,621.434683200001,621.534567900002,621.735900300002,,z,1,0.6970639999926789,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,70,70,70,,,,,,,,,14960,,,,,,,624.9516633000021,,626.4515507000033,,,,,623.7683691999991,623.8514820000128,624.0680437000119,624.9516633000021,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,W,,,,,0,71,71,71,,,,,,,,,15033,,,,,,,627.6540410000016,,,,,,,626.4515507000033,626.5521773000073,626.751713900012,627.6540410000016,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,A,,,,,0,72,72,72,,,,,,,,,15104,,,,,,,630.3517082000035,,631.8528082000121,,,,,629.1684832000028,629.2353741000115,629.4684144000057,630.3351414000063,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,73,73,73,,,,,,,,,15176,,,,,,,633.0350387000071,,634.535159600011,,,,,631.8528082000121,631.9349985000008,632.1520541000064,633.0350387000071,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,74,74,74,,,,,,,,,15249,,,,,,,635.735147600004,,637.2351350000099,,,,,634.535159600011,634.6354513000115,634.8353148000024,635.735147600004,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,75,75,75,,,,,,,,,15322,,,,,,,638.4521680000034,,639.9527828999999,,,,,637.2351350000099,637.3352117000031,637.5353687000024,638.4351838000002,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,76,76,76,,,,,,,,,15394,,,,,,,641.1354126000078,,642.6357938000001,,,,,639.9527828999999,640.0353116000042,640.2527408000024,641.1354126000078,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,77,77,77,,,,,,,,,15467,,,,,,,643.8360648000089,,645.3358163000084,,,,,642.6357938000001,642.7357332000101,642.9368612000108,643.8360648000089,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,X,,,,,0,78,78,78,,,,,,,,,15540,,,,,,,646.5358023000008,,648.0356962000078,,,,,645.3358163000084,645.4356292000011,645.6356454000052,646.5358023000008,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,79,79,79,,,,,,,,,15591,,,,,,,648.8690117000078,,650.3691896000091,,,,,648.0356962000078,648.1358337999991,648.3357722000073,,z,1,0.7148087999958079,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,80,80,80,,,,,,,,,15664,,,,,,,651.5694678,,653.0691316000011,,,,,650.3691896000091,650.4690278000053,650.6692350000085,651.5694678,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,81,81,81,,,,,,,,,15737,,,,,,,654.2697489999991,,655.7696280000091,,,,,653.0691316000011,653.1699197999988,653.3693679999997,654.2697489999991,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,82,82,82,,,,,,,,,15810,,,,,,,656.971984200005,,,,,,,655.7696280000091,655.8698674000043,656.0723061000026,656.971984200005,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,83,83,83,,,,,,,,,15882,,,,,,,659.6873982000106,,,,,,,658.486126200005,658.5718815,658.7864239000046,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,84,84,84,,,,,,,,,15953,,,,,,,662.3531111000048,,663.8534699000011,,,,,661.1864186000021,661.2537488000089,661.4865076999995,662.3531111000048,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,C,,,,,0,85,85,85,,,,,,,,,16026,,,,,,,665.0535993000085,,666.5535321000061,,,,,663.8534699000011,663.9534958000004,664.1532920000027,665.0535993000085,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,86,86,86,,,,,,,,,16099,,,,,,,667.7532063000108,,669.2534988000116,,,,,666.5535321000061,666.6533724000037,666.8534149000043,667.7532063000108,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,87,87,87,,,,,,,,,16172,,,,,,,670.4534415000089,,671.9541178000072,,,,,669.2534988000116,669.353340600006,669.5541637999995,670.4534415000089,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,B,,,,,0,88,88,88,,,,,,,,,16219,,,,,,,672.7201370000112,,674.2205205000064,,,,,671.9541178000072,672.0535694999999,672.2538137000083,,z,1,0.6460992999927839,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,89,89,89,,,,,,,,,16292,,,,,,,675.4200553000119,,676.9202303000056,,,,,674.2205205000064,674.3205215000053,674.5205545000063,675.4200553000119,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,90,90,90,,,,,,,,,16365,,,,,,,678.1204329000029,,679.6204514000128,,,,,676.9202303000056,677.0214852000063,677.2205343000096,678.1204329000029,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,91,91,91,,,,,,,,,16438,,,,,,,680.8204927000043,,682.3207026000018,,,,,679.6204514000128,679.7203590999998,679.9202472000034,680.8204927000043,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,92,92,92,,,,,,,,,16491,,,,,,,683.1873149000021,,684.6874745000096,,,,,682.3207026000018,682.4206488000054,682.6207627000113,,z,0,0.7380498999846168,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,93,93,93,,,,,,,,,16564,,,,,,,685.8872517000127,,687.3875479999988,,,,,684.6874745000096,684.7872184000007,684.9873612000083,685.8872517000127,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,94,94,94,,,,,,,,,16637,,,,,,,688.5876382999995,,690.0876790000038,,,,,687.3875479999988,687.4874578000017,687.6875328000024,688.5876382999995,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,95,95,95,,,,,,,,,16710,,,,,,,691.2876549000066,,692.7876485000015,,,,,690.0876790000038,690.1878791000054,690.3884155000123,691.2876549000066,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,96,96,96,,,,,,,,,16783,,,,,,,693.9875327000045,,695.4877612000128,,,,,692.7876485000015,692.8889580000105,693.0876453000092,693.9875327000045,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,97,97,97,,,,,,,,,16856,,,,,,,696.6877106000029,,698.1875782999996,,,,,695.4877612000128,695.5875785000098,695.7877619000064,696.6877106000029,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,C,,,,,0,98,98,98,,,,,,,,,16929,,,,,,,699.3881647000089,,700.8878826,,,,,698.1875782999996,698.2878933000029,698.4876364000083,699.3881647000089,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,99,99,99,,,,,,,,,17002,,,,,,,702.0882229999988,,703.5879940000013,,,,,700.8878826,700.9885419000057,701.1877410000016,702.0882229999988,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,X,,,,,0,100,100,100,,,,,,,,,17075,,,,,,,704.7881990000024,,706.2882336000039,,,,,703.5879940000013,703.6880160000001,703.8880295999988,704.7881990000024,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,C,,,,,0,101,101,101,,,,,,,,,17148,,,,,,,707.4883663000073,,708.9883644000074,,,,,706.2882336000039,706.388583500011,706.5886640000099,707.4883663000073,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,102,102,102,,,,,,,,,17221,,,,,,,710.1883545000019,,711.688215400005,,,,,708.9883644000074,709.0881889000011,709.2881735000119,710.1883545000019,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,C,,,,,0,103,103,103,,,,,,,,,17270,,,,,,,712.4883914000093,,713.9884439000016,,,,,711.688215400005,711.7883049000084,711.9881651000032,,z,1,0.6708450000005541,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,C,,,,,0,104,104,104,,,,,,,,,17342,,,,,,,715.188455800002,,716.6889174000098,,,,,713.9884439000016,714.0886562000087,714.2892001,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,W,,,,,0,105,105,105,,,,,,,,,17415,,,,,,,717.888652300011,,719.388686700011,,,,,716.6889174000098,716.7886374000082,716.9886516000115,717.888652300011,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,106,106,106,,,,,,,,,17488,,,,,,,720.5894076000113,,722.0893094000057,,,,,719.388686700011,719.4886566000059,719.6886220000015,720.5894076000113,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,B,,,,,0,107,107,107,,,,,,,,,17561,,,,,,,723.2895030000072,,724.788801200004,,,,,722.0893094000057,722.1893945000047,722.3893070000049,723.2895030000072,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,Y,,,,,0,108,108,108,,,,,,,,,17633,,,,,,,725.9889519999997,,727.4887929000106,,,,,724.788801200004,724.8725536999991,725.0887924999988,725.9727329000016,None,0,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,109,109,109,,,,,,,,,17705,,,,,,,728.6891617000074,,730.1891500000056,,,,,727.4887929000106,727.5725938000105,727.7888562000007,728.6739084000001,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,V,,,,,0,110,110,110,,,,,,,,,17777,,,,,,,731.3895432999998,,,,,,,730.1891500000056,730.2738125000033,730.4890154000022,,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,Y,,,,,0,111,111,111,,,,,,,,,17849,,,,,,,734.0738438000117,,735.5896524999989,,,,,732.8893637000001,732.9727577000012,733.1892343000072,734.0738438000117,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,N,None,A,,,,,0,112,112,112,,,,,,,,,17921,,,,,,,736.7727427000063,,738.2733319000108,,,,,735.5896524999989,735.6731167000107,735.8897050000087,736.7727427000063,None,1,,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
,Y,z,Y,,,,,0,113,113,113,,,,,,,,,17984,,,,,,,739.3073556000018,,,,,,,738.2733319000108,738.3732638000074,738.5728082000132,,z,1,0.9133634999889182,,,694541.,001,2024-05-16_14h07.05.728,nBack,2022.2.5,60.375827451788275,
